------RESULT-----

Pass-through
Pass-through query to just show input stream in the same form as we show output.
CTI    <05/03/2013 21:05:49>
INSERT <05/03/2013 21:05:49 - 05/03/2013 21:05:49> { input1 = 0, input2 = 1, input3 = 0, input4 = 0 }
INSERT <05/03/2013 21:05:49 - 05/03/2013 21:05:49> { input1 = 0.70711, input2 = -0.70711, input3 = 0.70711, input4 = 0.83147 }
INSERT <05/03/2013 21:05:49 - 05/03/2013 21:05:49> { input1 = 0.70711, input2 = -0.70711, input3 = 0.70711, input4 = -0.83147 }
INSERT <05/03/2013 21:05:49 - 05/03/2013 21:05:49> { input1 = 0.70711, input2 = -0.70711, input3 = 0.70711, input4 = 0.55557 }
INSERT <05/03/2013 21:05:49 - 05/03/2013 21:05:49> { input1 = -0.70711, input2 = 0.70711, input3 = -0.70711, input4 = -0.98079 }
INSERT <05/03/2013 21:05:49 - 05/03/2013 21:05:49> { input1 = -0.70711, input2 = 0.70711, input3 = -0.70711, input4 = 0.19509 }
INSERT <05/03/2013 21:05:49 - 05/03/2013 21:05:49> { input1 = -0.70711, input2 = 0.70711, input3 = -0.70711, input4 = -0.19509 }
INSERT <05/03/2013 21:05:49 - 05/03/2013 21:05:49> { input1 = -0.70711, input2 = -0.70711, input3 = -0.70711, input4 = 0.83147 }
INSERT <05/03/2013 21:05:49 - 05/03/2013 21:05:49> { input1 = -0.70711, input2 = -0.70711, input3 = -0.70711, input4 = -0.83147 }
INSERT <05/03/2013 21:05:49 - 05/03/2013 21:05:49> { input1 = -0.70711, input2 = -0.70711, input3 = -0.70711, input4 = -0.55557 }
CTI    <05/03/2013 21:05:49>
INSERT <05/03/2013 21:05:49 - 05/03/2013 21:05:49> { input1 = 1, input2 = 1.5434E-13, input3 = 1, input4 = 0.92388 }
INSERT <05/03/2013 21:05:49 - 05/03/2013 21:05:49> { input1 = 1, input2 = -8.3455E-15, input3 = 1, input4 = 0.38268 }
INSERT <05/03/2013 21:05:49 - 05/03/2013 21:05:49> { input1 = 1, input2 = 5.6338E-14, input3 = 1, input4 = -0.92388 }
INSERT <05/03/2013 21:05:49 - 05/03/2013 21:05:49> { input1 = -1, input2 = -7.2999E-14, input3 = -1, input4 = -0.92388 }
INSERT <05/03/2013 21:05:49 - 05/03/2013 21:05:49> { input1 = -1, input2 = -1.3768E-13, input3 = -1, input4 = 0.38268 }
INSERT <05/03/2013 21:05:49 - 05/03/2013 21:05:49> { input1 = -1, input2 = 2.5007E-14, input3 = -1, input4 = 0.92388 }
INSERT <05/03/2013 21:05:49 - 05/03/2013 21:05:49> { input1 = -1, input2 = -8.3158E-15, input3 = -1, input4 = -0.38268 }
INSERT <05/03/2013 21:05:49 - 05/03/2013 21:05:49> { input1 = 0.92388, input2 = 0.38268, input3 = 0.92388, input4 = 0.29028 }
INSERT <05/03/2013 21:05:49 - 05/03/2013 21:05:49> { input1 = 0.92388, input2 = 0.38268, input3 = 0.92388, input4 = -0.29028 }
INSERT <05/03/2013 21:05:49 - 05/03/2013 21:05:49> { input1 = 0.92388, input2 = 0.38268, input3 = 0.92388, input4 = 0.95694 }
INSERT <05/03/2013 21:05:49 - 05/03/2013 21:05:49> { input1 = 0.92388, input2 = -0.38268, input3 = 0.92388, input4 = 0.88192 }
INSERT <05/03/2013 21:05:49 - 05/03/2013 21:05:49> { input1 = 0.92388, input2 = -0.38268, input3 = 0.92388, input4 = -0.88192 }
INSERT <05/03/2013 21:05:49 - 05/03/2013 21:05:49> { input1 = 0.92388, input2 = -0.38268, input3 = 0.92388, input4 = 0.4714 }
INSERT <05/03/2013 21:05:49 - 05/03/2013 21:05:49> { input1 = 0.92388, input2 = -0.38268, input3 = 0.92388, input4 = -0.4714 }
INSERT <05/03/2013 21:05:49 - 05/03/2013 21:05:49> { input1 = -0.92388, input2 = 0.38268, input3 = -0.92388, input4 = 0.29028 }
INSERT <05/03/2013 21:05:49 - 05/03/2013 21:05:49> { input1 = -0.92388, input2 = 0.38268, input3 = -0.92388, input4 = -0.29028 }
INSERT <05/03/2013 21:05:49 - 05/03/2013 21:05:49> { input1 = -0.92388, input2 = 0.38268, input3 = -0.92388, input4 = 0.95694 }
INSERT <05/03/2013 21:05:49 - 05/03/2013 21:05:49> { input1 = -0.92388, input2 = -0.38268, input3 = -0.92388, input4 = 0.88192 }
INSERT <05/03/2013 21:05:49 - 05/03/2013 21:05:49> { input1 = -0.92388, input2 = -0.38268, input3 = -0.92388, input4 = -0.88192 }
INSERT <05/03/2013 21:05:49 - 05/03/2013 21:05:49> { input1 = -0.92388, input2 = -0.38268, input3 = -0.92388, input4 = 0.4714 }
INSERT <05/03/2013 21:05:49 - 05/03/2013 21:05:49> { input1 = -0.92388, input2 = -0.38268, input3 = -0.92388, input4 = -0.4714 }
INSERT <05/03/2013 21:05:49 - 05/03/2013 21:05:49> { input1 = -6.5679E-14, input2 = -1, input3 = -6.5679E-14, input4 = 0.70711 }
INSERT <05/03/2013 21:05:49 - 05/03/2013 21:05:49> { input1 = 3.2327E-14, input2 = -1, input3 = 3.2327E-14, input4 = -0.70711 }
INSERT <05/03/2013 21:05:49 - 05/03/2013 21:05:49> { input1 = -1.1367E-13, input2 = 1, input3 = -1.1367E-13, input4 = 2.8418E-14 }
INSERT <05/03/2013 21:05:49 - 05/03/2013 21:05:49> { input1 = 4.9018E-14, input2 = 1, input3 = 4.9018E-14, input4 = 1 }
INSERT <05/03/2013 21:05:49 - 05/03/2013 21:05:49> { input1 = 0.38268, input2 = 0.92388, input3 = 0.38268, input4 = 0.098017 }
INSERT <05/03/2013 21:05:49 - 05/03/2013 21:05:49> { input1 = 0.38268, input2 = 0.92388, input3 = 0.38268, input4 = 0.99518 }
INSERT <05/03/2013 21:05:49 - 05/03/2013 21:05:49> { input1 = 0.38268, input2 = 0.92388, input3 = 0.38268, input4 = -0.99518 }
INSERT <05/03/2013 21:05:49 - 05/03/2013 21:05:49> { input1 = 0.38268, input2 = -0.92388, input3 = 0.38268, input4 = 0.77301 }
INSERT <05/03/2013 21:05:49 - 05/03/2013 21:05:49> { input1 = 0.38268, input2 = -0.92388, input3 = 0.38268, input4 = -0.77301 }
INSERT <05/03/2013 21:05:49 - 05/03/2013 21:05:49> { input1 = 0.38268, input2 = -0.92388, input3 = 0.38268, input4 = 0.63439 }
INSERT <05/03/2013 21:05:49 - 05/03/2013 21:05:49> { input1 = -0.38268, input2 = 0.92388, input3 = -0.38268, input4 = 0.098017 }
INSERT <05/03/2013 21:05:49 - 05/03/2013 21:05:49> { input1 = -0.38268, input2 = 0.92388, input3 = -0.38268, input4 = -0.098017 }
INSERT <05/03/2013 21:05:49 - 05/03/2013 21:05:49> { input1 = -0.38268, input2 = 0.92388, input3 = -0.38268, input4 = 0.99518 }
INSERT <05/03/2013 21:05:49 - 05/03/2013 21:05:49> { input1 = -0.38268, input2 = 0.92388, input3 = -0.38268, input4 = -0.99518 }
INSERT <05/03/2013 21:05:49 - 05/03/2013 21:05:49> { input1 = -0.38268, input2 = -0.92388, input3 = -0.38268, input4 = 0.77301 }
INSERT <05/03/2013 21:05:49 - 05/03/2013 21:05:49> { input1 = -0.38268, input2 = -0.92388, input3 = -0.38268, input4 = -0.77301 }
INSERT <05/03/2013 21:05:49 - 05/03/2013 21:05:49> { input1 = -0.38268, input2 = -0.92388, input3 = -0.38268, input4 = 0.63439 }
INSERT <05/03/2013 21:05:49 - 05/03/2013 21:05:49> { input1 = -0.38268, input2 = -0.92388, input3 = -0.38268, input4 = -0.63439 }
INSERT <05/03/2013 21:05:49 - 05/03/2013 21:05:49> { input1 = 9.7011E-14, input2 = -1, input3 = 9.7011E-14, input4 = -0.70711 }
INSERT <05/03/2013 21:05:49 - 05/03/2013 21:05:49> { input1 = -3.2357E-14, input2 = -1, input3 = -3.2357E-14, input4 = 0.70711 }
INSERT <05/03/2013 21:05:49 - 05/03/2013 21:05:49> { input1 = -1.5666E-14, input2 = 1, input3 = -1.5666E-14, input4 = -3.9164E-15 }
INSERT <05/03/2013 21:05:49 - 05/03/2013 21:05:49> { input1 = 0.70711, input2 = 0.70711, input3 = 0.70711, input4 = 0.98079 }
INSERT <05/03/2013 21:05:49 - 05/03/2013 21:05:49> { input1 = 0.70711, input2 = 0.70711, input3 = 0.70711, input4 = -0.98079 }
INSERT <05/03/2013 21:05:49 - 05/03/2013 21:05:49> { input1 = 0.70711, input2 = 0.70711, input3 = 0.70711, input4 = 0.19509 }
INSERT <05/03/2013 21:05:49 - 05/03/2013 21:05:49> { input1 = 0.70711, input2 = 0.70711, input3 = 0.70711, input4 = -0.19509 }
INSERT <05/03/2013 21:05:49 - 05/03/2013 21:05:49> { input1 = 0.70711, input2 = -0.70711, input3 = 0.70711, input4 = 0.83147 }
INSERT <05/03/2013 21:05:49 - 05/03/2013 21:05:49> { input1 = 0.70711, input2 = -0.70711, input3 = 0.70711, input4 = 0.55557 }
INSERT <05/03/2013 21:05:49 - 05/03/2013 21:05:49> { input1 = 0.70711, input2 = -0.70711, input3 = 0.70711, input4 = -0.55557 }
INSERT <05/03/2013 21:05:49 - 05/03/2013 21:05:49> { input1 = -0.70711, input2 = 0.70711, input3 = -0.70711, input4 = 0.98079 }
INSERT <05/03/2013 21:05:49 - 05/03/2013 21:05:49> { input1 = -0.70711, input2 = 0.70711, input3 = -0.70711, input4 = -0.98079 }
INSERT <05/03/2013 21:05:49 - 05/03/2013 21:05:49> { input1 = -0.70711, input2 = 0.70711, input3 = -0.70711, input4 = -0.19509 }
INSERT <05/03/2013 21:05:49 - 05/03/2013 21:05:49> { input1 = -0.70711, input2 = -0.70711, input3 = -0.70711, input4 = 0.83147 }
INSERT <05/03/2013 21:05:49 - 05/03/2013 21:05:49> { input1 = -0.70711, input2 = -0.70711, input3 = -0.70711, input4 = 0.55557 }
INSERT <05/03/2013 21:05:49 - 05/03/2013 21:05:49> { input1 = -0.70711, input2 = -0.70711, input3 = -0.70711, input4 = -0.55557 }
INSERT <05/03/2013 21:05:49 - 05/03/2013 21:05:49> { input1 = -0.70711, input2 = 0.70711, input3 = -0.70711, input4 = 0.19509 }
CTI    <05/03/2013 21:05:49>
INSERT <05/03/2013 21:05:49 - 05/03/2013 21:05:49> { input1 = 1, input2 = 1.2102E-13, input3 = 1, input4 = -0.38268 }
INSERT <05/03/2013 21:05:49 - 05/03/2013 21:05:49> { input1 = 1, input2 = -4.1668E-14, input3 = 1, input4 = 0.92388 }
INSERT <05/03/2013 21:05:49 - 05/03/2013 21:05:49> { input1 = -1, input2 = -3.9677E-14, input3 = -1, input4 = -0.38268 }
INSERT <05/03/2013 21:05:49 - 05/03/2013 21:05:49> { input1 = -1, input2 = -1.0436E-13, input3 = -1, input4 = -0.92388 }
INSERT <05/03/2013 21:05:49 - 05/03/2013 21:05:49> { input1 = 0.92388, input2 = 0.38268, input3 = 0.92388, input4 = -0.29028 }
INSERT <05/03/2013 21:05:49 - 05/03/2013 21:05:49> { input1 = 0.92388, input2 = 0.38268, input3 = 0.92388, input4 = -0.95694 }
INSERT <05/03/2013 21:05:49 - 05/03/2013 21:05:49> { input1 = 0.92388, input2 = -0.38268, input3 = 0.92388, input4 = -0.88192 }
INSERT <05/03/2013 21:05:49 - 05/03/2013 21:05:49> { input1 = 0.92388, input2 = -0.38268, input3 = 0.92388, input4 = 0.4714 }
INSERT <05/03/2013 21:05:49 - 05/03/2013 21:05:49> { input1 = -0.92388, input2 = 0.38268, input3 = -0.92388, input4 = 0.29028 }
INSERT <05/03/2013 21:05:49 - 05/03/2013 21:05:49> { input1 = -0.92388, input2 = 0.38268, input3 = -0.92388, input4 = -0.95694 }
INSERT <05/03/2013 21:05:49 - 05/03/2013 21:05:49> { input1 = -0.92388, input2 = -0.38268, input3 = -0.92388, input4 = 0.88192 }
INSERT <05/03/2013 21:05:49 - 05/03/2013 21:05:49> { input1 = -8.0349E-14, input2 = 1, input3 = -8.0349E-14, input4 = -1 }
INSERT <05/03/2013 21:05:49 - 05/03/2013 21:05:49> { input1 = -9.9581E-16, input2 = -1, input3 = -9.9581E-16, input4 = 0.70711 }
INSERT <05/03/2013 21:05:49 - 05/03/2013 21:05:49> { input1 = 0.38268, input2 = 0.92388, input3 = 0.38268, input4 = -0.098017 }
INSERT <05/03/2013 21:05:49 - 05/03/2013 21:05:49> { input1 = 0.38268, input2 = 0.92388, input3 = 0.38268, input4 = 0.99518 }
INSERT <05/03/2013 21:05:49 - 05/03/2013 21:05:49> { input1 = 0.38268, input2 = -0.92388, input3 = 0.38268, input4 = 0.77301 }
INSERT <05/03/2013 21:05:49 - 05/03/2013 21:05:49> { input1 = 0.38268, input2 = -0.92388, input3 = 0.38268, input4 = -0.63439 }
INSERT <05/03/2013 21:05:49 - 05/03/2013 21:05:49> { input1 = -0.38268, input2 = 0.92388, input3 = -0.38268, input4 = -0.098017 }
INSERT <05/03/2013 21:05:49 - 05/03/2013 21:05:49> { input1 = -0.38268, input2 = 0.92388, input3 = -0.38268, input4 = -0.99518 }
INSERT <05/03/2013 21:05:49 - 05/03/2013 21:05:49> { input1 = -0.38268, input2 = -0.92388, input3 = -0.38268, input4 = -0.77301 }
INSERT <05/03/2013 21:05:49 - 05/03/2013 21:05:49> { input1 = -0.38268, input2 = -0.92388, input3 = -0.38268, input4 = -0.63439 }
INSERT <05/03/2013 21:05:49 - 05/03/2013 21:05:49> { input1 = -1.4503E-13, input2 = 1, input3 = -1.4503E-13, input4 = 3.6258E-14 }
INSERT <05/03/2013 21:05:49 - 05/03/2013 21:05:49> { input1 = 0.70711, input2 = 0.70711, input3 = 0.70711, input4 = -0.98079 }
INSERT <05/03/2013 21:05:49 - 05/03/2013 21:05:49> { input1 = 0.70711, input2 = 0.70711, input3 = 0.70711, input4 = 0.19509 }
INSERT <05/03/2013 21:05:49 - 05/03/2013 21:05:49> { input1 = 0.70711, input2 = -0.70711, input3 = 0.70711, input4 = -0.83147 }
INSERT <05/03/2013 21:05:49 - 05/03/2013 21:05:49> { input1 = 0.70711, input2 = -0.70711, input3 = 0.70711, input4 = -0.55557 }
INSERT <05/03/2013 21:05:49 - 05/03/2013 21:05:49> { input1 = -0.70711, input2 = 0.70711, input3 = -0.70711, input4 = 0.98079 }
INSERT <05/03/2013 21:05:49 - 05/03/2013 21:05:49> { input1 = -0.70711, input2 = -0.70711, input3 = -0.70711, input4 = -0.83147 }
INSERT <05/03/2013 21:05:49 - 05/03/2013 21:05:49> { input1 = -0.70711, input2 = -0.70711, input3 = -0.70711, input4 = 0.55557 }
CTI    <12/31/9999 23:59:59>
